Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\03_raw\Grad090_LFQ_A_01.mzML.dia	F:\03_raw\Grad090_LFQ_A_02.mzML.dia	F:\03_raw\Grad090_LFQ_A_04.mzML.dia	F:\03_raw\Grad090_LFQ_A_05.mzML.dia	F:\03_raw\Grad090_LFQ_B_01.mzML.dia	F:\03_raw\Grad090_LFQ_B_02.mzML.dia	F:\03_raw\Grad090_LFQ_B_03.mzML.dia	F:\03_raw\Grad090_LFQ_B_04.mzML.dia
P15036	P15036	ETS2_HUMAN	ETS2_HUMAN	Protein C-ets-2	164254	135690	183809	110648	179428	228380	188362	167596
P15042	P15042	DNLJ_ECOLI	ligA_ECOLI	DNA ligase	5.37897e+06	5.13971e+06	5.36202e+06		2.59434e+06	3.67392e+06	2.82981e+06	2.91667e+06
P15067	P15067	GLGX_ECOLI	glgX_ECOLI	Glycogen debranching enzyme					138571	135683	127842	140451
P15108	P15108	HSC82_YEAST	HSC82_YEAST	ATP-dependent molecular chaperone HSC82	7.82284e+07	7.93743e+07	8.26891e+07	8.08371e+07	3.59157e+07	3.56926e+07	3.70733e+07	3.69531e+07
P15121	P15121	ALDR_HUMAN	AKR1B1_HUMAN	Aldo-keto reductase family 1 member B1	3.51791e+07	3.45011e+07	3.54322e+07	3.19602e+07	3.51313e+07	3.45652e+07	3.42042e+07	3.54254e+07
P15151	P15151	PVR_HUMAN	PVR_HUMAN	Poliovirus receptor	946961	1.01851e+06	1.01888e+06	1.10673e+06	1.03216e+06	953220	1.01862e+06	972634
P15170	P15170	ERF3A_HUMAN	GSPT1_HUMAN	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	1.19543e+07	1.17279e+07	1.21303e+07	1.13479e+07	1.20691e+07	1.23399e+07	1.24788e+07	1.25034e+07
P15170;Q8IYD1	P15170;Q8IYD1	ERF3A_HUMAN;ERF3B_HUMAN	GSPT1_HUMAN;GSPT2_HUMAN	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	1.40671e+07	1.42075e+07	1.42746e+07	1.26065e+07	1.40151e+07	1.36442e+07	1.40022e+07	1.40701e+07
P15179	P15179	SYDM_YEAST	MSD1_YEAST	Aspartate--tRNA ligase, mitochondrial	139680	137477	139120	113337		40259.1		
P15180	P15180	SYKC_YEAST	KRS1_YEAST	Lysine--tRNA ligase, cytoplasmic	2.17433e+07	2.17324e+07	2.1872e+07	1.89472e+07	1.01455e+07	1.02263e+07	1.02074e+07	9.99821e+06
P15254	P15254	PUR4_ECOLI	purL_ECOLI	Phosphoribosylformylglycinamidine synthase	484150	401701	522236	378324	2.33534e+06	2.37006e+06	2.28315e+06	2.34837e+06
P15274	P15274	AMPD_YEAST	AMD1_YEAST	AMP deaminase	2.34686e+06	2.34159e+06	2.38062e+06	2.46458e+06	1.14209e+06	1.1552e+06	1.09416e+06	1.07079e+06
P15288	P15288	PEPD_ECOLI	pepD_ECOLI	Cytosol non-specific dipeptidase	1.72967e+06	1.69209e+06	1.45279e+06	1.44791e+06	7.28579e+06	7.55469e+06	7.34818e+06	7.03984e+06
P15289	P15289	ARSA_HUMAN	ARSA_HUMAN	Arylsulfatase A	78710.2	47305.5	48235.2	70467.1	75515.2	63735.3	51680.5	63689.4
P15291	P15291	B4GT1_HUMAN	B4GALT1_HUMAN	Beta-1,4-galactosyltransferase 1	8.22969e+06	8.06757e+06	8.08853e+06	7.53884e+06	8.30342e+06	8.43917e+06	8.60133e+06	8.7239e+06
P15303	P15303	SEC23_YEAST	SEC23_YEAST	Protein transport protein SEC23	7.34649e+06	7.42008e+06	7.13241e+06	6.7984e+06	3.40781e+06	3.31108e+06	3.34653e+06	3.32596e+06
P15311	P15311	EZRI_HUMAN	EZR_HUMAN	Ezrin	1.69322e+07	1.67181e+07	1.74428e+07	1.52062e+07	1.70406e+07	1.68441e+07	1.73902e+07	1.76829e+07
P15311;P26038;P35241	P35241;P15311;P26038	EZRI_HUMAN;MOES_HUMAN;RADI_HUMAN	EZR_HUMAN;MSN_HUMAN;RDX_HUMAN	Ezrin	4.46475e+07	4.51245e+07	4.46079e+07	4.29572e+07	4.5321e+07	4.40827e+07	4.42837e+07	4.61674e+07
P15311;P35241	P35241;P15311	EZRI_HUMAN;RADI_HUMAN	EZR_HUMAN;RDX_HUMAN	Ezrin	1.77921e+07	1.55114e+07	1.56391e+07	1.7377e+07	1.82004e+07	1.62887e+07	1.63494e+07	1.72506e+07
P15328	P15328	FOLR1_HUMAN	FOLR1_HUMAN	Folate receptor alpha	7.4242e+07	7.51086e+07	7.02986e+07	6.12547e+07	7.48875e+07	7.22232e+07	7.51177e+07	7.14891e+07
P15336	P15336	ATF2_HUMAN	ATF2_HUMAN	Cyclic AMP-dependent transcription factor ATF-2			67839.3		49810.8	65507.5	64537.3	62751.4
P15367	P15367	SEC11_YEAST	SEC11_YEAST	Signal peptidase complex catalytic subunit SEC11	1.11383e+06	1.05761e+06	1.02395e+06	762275	494412	540532	507909	438370
P15374	P15374	UCHL3_HUMAN	UCHL3_HUMAN	Ubiquitin carboxyl-terminal hydrolase isozyme L3	2.76968e+06	2.98782e+06	3.02294e+06	2.87116e+06	3.13353e+06	3.02354e+06	3.02489e+06	2.95062e+06
P15408	P15408	FOSL2_HUMAN	FOSL2_HUMAN	Fos-related antigen 2	620037	673002	615782	574620	622639	613606	592302	610432
P15424	P15424	MS116_YEAST	MSS116_YEAST	ATP-dependent RNA helicase MSS116, mitochondrial	1.68942e+06	1.77964e+06	1.71451e+06	1.47402e+06	833430	848388	790895	754591
P15436	P15436	DPOD_YEAST	POL3_YEAST	DNA polymerase delta catalytic subunit	1.8197e+06	1.45806e+06	1.74704e+06	1.58454e+06	795457	794564	818989	857701
P15436;P28340	P28340;P15436	DPOD1_HUMAN;DPOD_YEAST	POL3_YEAST;POLD1_HUMAN	DNA polymerase delta catalytic subunit	2.27905e+06	2.18003e+06	1.97946e+06	2.08932e+06	1.46119e+06	2.11576e+06	2.14267e+06	1.9517e+06
P15442	P15442	GCN2_YEAST	GCN2_YEAST	eIF-2-alpha kinase GCN2	267124	279010	295806	262961	129783	102121	54754.8	94883.6
P15454	P15454	KGUA_YEAST	GUK1_YEAST	Guanylate kinase	1.46625e+07	1.49929e+07	1.49762e+07	1.49925e+07	6.96333e+06	6.97914e+06	6.9323e+06	6.96498e+06
P15496	P15496	IDI1_YEAST	IDI1_YEAST	Isopentenyl-diphosphate Delta-isomerase	3.85869e+06	4.05524e+06	3.64875e+06	3.58316e+06	1.86341e+06	1.94822e+06	1.90362e+06	1.87416e+06
P15497	P15497	SWISS-PROT:P15497	SWISS-PROT:P15497		5.62454e+07	5.56986e+07	5.76893e+07	5.53904e+07	5.43383e+07	5.39281e+07	5.36062e+07	5.39469e+07
P15529	P15529	MCP_HUMAN	CD46_HUMAN	Membrane cofactor protein	6.73604e+06	6.59775e+06	6.50445e+06	6.30228e+06	6.61992e+06	6.92931e+06	6.7851e+06	6.85919e+06
P15531	P15531	NDKA_HUMAN	NME1_HUMAN	Nucleoside diphosphate kinase A	2.44533e+07	2.37485e+07	2.34902e+07	2.32901e+07	2.29428e+07	2.21931e+07	2.21649e+07	2.29338e+07
P15531;P22392	P15531;P22392	NDKA_HUMAN;NDKB_HUMAN	NME1_HUMAN;NME2_HUMAN	Nucleoside diphosphate kinase A	1.85837e+08	1.83686e+08	1.93278e+08	1.61694e+08	1.8119e+08	1.7668e+08	1.824e+08	1.78063e+08
P15559	P15559	NQO1_HUMAN	NQO1_HUMAN	NAD(P)H dehydrogenase [quinone] 1	6.2362e+06	6.33339e+06	6.6295e+06	6.4092e+06	6.52211e+06	6.485e+06	6.31084e+06	6.64655e+06
P15565	P15565	TRM1_YEAST	TRM1_YEAST	tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial	1.50431e+06	1.55452e+06	1.69605e+06	1.57262e+06	683621	711590	736255	774004
P15586	P15586	GNS_HUMAN	GNS_HUMAN	N-acetylglucosamine-6-sulfatase	2.17757e+06	2.21205e+06	2.12702e+06	1.79982e+06	2.1404e+06	2.10141e+06	2.17894e+06	2.09741e+06
P15624	P15624	SYFB_YEAST	FRS1_YEAST	Phenylalanine--tRNA ligase beta subunit	1.47327e+07	1.49646e+07	1.45952e+07	1.3936e+07	7.08573e+06	6.99859e+06	6.8109e+06	7.01313e+06
P15625	P15625	SYFA_YEAST	FRS2_YEAST	Phenylalanine--tRNA ligase alpha subunit	7.69606e+06	7.71724e+06	7.82702e+06	7.54007e+06	3.70926e+06	3.75622e+06	3.631e+06	3.74021e+06
P15636	P15636	SWISS-PROT:P15636	SWISS-PROT:P15636		1.23983e+08	1.31548e+08	1.30885e+08	1.15956e+08	1.28959e+08	1.26832e+08	1.32615e+08	1.31756e+08
P15639	P15639	PUR9_ECOLI	purH_ECOLI	Bifunctional purine biosynthesis protein PurH	1.46364e+06	1.57367e+06	1.43891e+06	1.39887e+06	6.85634e+06	6.90299e+06	7.00519e+06	6.71979e+06
P15640	P15640	PUR2_ECOLI	purD_ECOLI	Phosphoribosylamine--glycine ligase	3.28678e+06	3.19977e+06	3.41683e+06	2.48092e+06	1.68361e+07	1.63456e+07	1.77531e+07	1.54708e+07
P15646	P15646	FBRL_YEAST	NOP1_YEAST	rRNA 2'-O-methyltransferase fibrillarin	1.65322e+07	1.67153e+07	1.68628e+07	1.60795e+07	7.9211e+06	7.87324e+06	7.94886e+06	7.60214e+06
P15700	P15700	KCY_YEAST	URA6_YEAST	Uridylate kinase	3.25366e+06	3.07544e+06	3.27823e+06	3.0256e+06	1.35085e+06	1.33876e+06	1.43862e+06	1.35694e+06
P15700;P30085	P30085;P15700	KCY_HUMAN;KCY_YEAST	CMPK1_HUMAN;URA6_YEAST	Uridylate kinase	1.84214e+07	1.89011e+07	1.84308e+07	1.78191e+07	1.59092e+07	1.51756e+07	1.52427e+07	1.53957e+07
P15703	P15703	BGL2_YEAST	BGL2_YEAST	Glucan 1,3-beta-glucosidase	5.20039e+06	5.20363e+06	5.38288e+06	4.92328e+06	2.50238e+06	2.25929e+06	2.25257e+06	2.59126e+06
P15705	P15705	STI1_YEAST	STI1_YEAST	Heat shock protein STI1	2.63911e+07	2.59384e+07	2.57559e+07	2.34185e+07	1.2369e+07	1.25177e+07	1.2635e+07	1.21485e+07
P15731	P15731	UBC4_YEAST	UBC4_YEAST	Ubiquitin-conjugating enzyme E2 4	2.95864e+07	3.12267e+07	2.90363e+07	2.93781e+07	1.41039e+07	1.30006e+07	1.25546e+07	1.2708e+07
P15735	P15735	PHKG2_HUMAN	PHKG2_HUMAN	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	380747	456699	259356	280133	432272	482892	464858	414368
P15790	P15790	CSK21_YEAST	CKA1_YEAST	Casein kinase II subunit alpha	2.46794e+06	2.39058e+06	2.30543e+06	1.86073e+06	915744	947599	993952	964568
P15790;P68400	Q8NEV1;P68400;P15790	CSK21_HUMAN;CSK21_YEAST	CKA1_YEAST;CSNK2A1_HUMAN	Casein kinase II subunit alpha	329211	229393	232620	29167	186514	121274	160750	121900
P15848	P15848	ARSB_HUMAN	ARSB_HUMAN	Arylsulfatase B	131466				134105	204810	555075	112182
P15873	P15873	PCNA_YEAST	POL30_YEAST	Proliferating cell nuclear antigen	5.83229e+06	5.88831e+06	6.00578e+06	5.65331e+06	2.67784e+06	2.72552e+06	2.76385e+06	2.84786e+06
P15880	P15880	RS2_HUMAN	RPS2_HUMAN	40S ribosomal protein S2	7.38109e+07	7.51846e+07	7.52204e+07	7.07447e+07	7.3263e+07	7.37314e+07	7.32056e+07	7.19614e+07
P15891	P15891	ABP1_YEAST	ABP1_YEAST	Actin-binding protein	3.52951e+07	3.53057e+07	3.43125e+07	3.18352e+07	1.67657e+07	1.63592e+07	1.67178e+07	1.65163e+07
P15923	P15923	TFE2_HUMAN	TCF3_HUMAN	Transcription factor E2-alpha					52105.6			
P15924	P15924	DESP_HUMAN	DSP_HUMAN	Desmoplakin	1.25623e+06	1.2394e+06	1.1029e+06	1.15353e+06	1.26596e+06	1.24936e+06	1.16565e+06	1.27596e+06
P15927	P15927	RFA2_HUMAN	RPA2_HUMAN	Replication protein A 32 kDa subunit	7.50171e+06	7.50424e+06	7.03684e+06	6.05508e+06	7.60866e+06	7.44515e+06	7.38148e+06	7.33496e+06
P15941	P15941	MUC1_HUMAN	MUC1_HUMAN	Mucin-1	130686	103152	176357	130521	105068	184825	173995	119386
P15954	P15954	COX7C_HUMAN	COX7C_HUMAN	Cytochrome c oxidase subunit 7C, mitochondrial	1.30871e+07	1.34068e+07	1.31224e+07	1.30339e+07	1.39828e+07	1.4777e+07	1.43909e+07	1.46821e+07
P15977	P15977	MALQ_ECOLI	malQ_ECOLI	4-alpha-glucanotransferase					241407	240359	249281	284699
P15992	P15992	HSP26_YEAST	HSP26_YEAST	Heat shock protein 26	2.28652e+08	2.29007e+08	2.26806e+08	2.15945e+08	1.0363e+08	1.03367e+08	1.06232e+08	1.03141e+08
P16066	P16066	ANPRA_HUMAN	NPR1_HUMAN	Atrial natriuretic peptide receptor 1	450993	425111	405419	303548	418009	388801	439793	329939
P16066;P20594	P25092;Q02846;P51841;P20594;P16066;O75343	ANPRA_HUMAN;ANPRB_HUMAN	NPR1_HUMAN;NPR2_HUMAN	Atrial natriuretic peptide receptor 1		214469		121776	197256	265931	198482	202437
P16070	P16070	CD44_HUMAN	CD44_HUMAN	CD44 antigen	6.09633e+06	6.15769e+06	6.26286e+06	5.50535e+06	6.0506e+06	6.22735e+06	6.1262e+06	6.34134e+06
P16083	P16083	NQO2_HUMAN	NQO2_HUMAN	Ribosyldihydronicotinamide dehydrogenase [quinone]	3.4259e+06	3.73715e+06	3.49833e+06	3.38031e+06	3.39384e+06	3.42512e+06	3.76281e+06	3.64371e+06
P16095	P16095;P30744;P42630	SDHL_ECOLI	sdaA_ECOLI	L-serine dehydratase 1					1.39187e+06	1.57263e+06	1.53527e+06	1.14459e+06
P16120	P16120	THRC_YEAST	THR4_YEAST	Threonine synthase	2.07241e+07	2.10896e+07	2.10216e+07	1.99184e+07	9.8014e+06	9.73783e+06	9.66725e+06	9.45448e+06
P16140	P16140	VATB_YEAST	VMA2_YEAST	V-type proton ATPase subunit B	7.80815e+07	7.86942e+07	7.82066e+07	7.52637e+07	3.68946e+07	3.68563e+07	3.70304e+07	3.68829e+07
P16140;P21281	P21281;P15313;P16140	VATB2_HUMAN;VATB_YEAST	ATP6V1B2_HUMAN;VMA2_YEAST	V-type proton ATPase subunit B	3.78819e+06	9.28863e+06	2.46268e+07		7.50822e+06	6.16031e+06	8.21787e+06	1.0431e+07
P16144	P16144	ITB4_HUMAN	ITGB4_HUMAN	Integrin beta-4	1.06526e+06	1.10166e+06	1.0134e+06	919363	1.09306e+06	1.07063e+06	1.03761e+06	1.06805e+06
P16152	P16152	CBR1_HUMAN	CBR1_HUMAN	Carbonyl reductase [NADPH] 1	1.24191e+07	1.2439e+07	1.25585e+07	1.19153e+07	1.27497e+07	1.26059e+07	1.26859e+07	1.23905e+07
P16219	P16219	ACADS_HUMAN	ACADS_HUMAN	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	575357	570870	619936	609369	569655	576924	569119	594690
P16220	P18846;P16220	CREB1_HUMAN	CREB1_HUMAN	Cyclic AMP-responsive element-binding protein 1		422788	376849	214740	627950	639366	599681	473582
P16278	P16278	BGAL_HUMAN	GLB1_HUMAN	Beta-galactosidase	2.32014e+06	2.30206e+06	2.38771e+06	2.19143e+06	2.47358e+06	2.54853e+06	2.42884e+06	2.47243e+06
P16333	P16333	NCK1_HUMAN	NCK1_HUMAN	Cytoplasmic protein NCK1	494607	511782	558842	563996	623466	496156	543252	561739
P16370	P16370	RPB3_YEAST	RPB3_YEAST	DNA-directed RNA polymerase II subunit RPB3	723464	693832	714401	687930	309210	313795	376792	332531
P16383	P16383	GCFC2_HUMAN	GCFC2_HUMAN	Intron Large complex component GCFC2	611826	698668	534365	577628	590929	711202	602767	638343
P16387	P16387	ODPA_YEAST	PDA1_YEAST	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial	1.75958e+07	1.70246e+07	1.78464e+07	1.54109e+07	8.12897e+06	8.00334e+06	8.3041e+06	8.20025e+06
P16389	P17658;P22001;Q09470;P16389	KCNA2_HUMAN	KCNA2_HUMAN	Potassium voltage-gated channel subfamily A member 2			129605			17651.4		52384.8
P16401	P16401	H15_HUMAN	H1-5_HUMAN	Histone H1.5	5.61811e+07	5.77807e+07	5.80822e+07	5.94943e+07	5.71681e+07	5.57979e+07	5.7336e+07	5.52563e+07
P16403	P16403	H12_HUMAN	H1-2_HUMAN	Histone H1.2	4.98119e+06	5.1034e+06	4.12654e+06	4.52211e+06	4.65014e+06	4.61626e+06	3.62356e+06	3.46587e+06
P16435	P16435	NCPR_HUMAN	POR_HUMAN	NADPH--cytochrome P450 reductase	6.05404e+06	6.23423e+06	5.9729e+06	5.71168e+06	6.16709e+06	6.30997e+06	6.10569e+06	6.1776e+06
P16451	P16451	ODPX_YEAST	PDX1_YEAST	Pyruvate dehydrogenase complex protein X component, mitochondrial	2.24909e+06	2.2634e+06	2.22134e+06	2.07419e+06	933929	950206	933812	909588
P16455	P16455	MGMT_HUMAN	MGMT_HUMAN	Methylated-DNA--protein-cysteine methyltransferase	849258	833648	888878	847637	802578	857864	902992	869926
P16456	P16456	SELD_ECOLI	selD_ECOLI	Selenide, water dikinase					289734	172488	134838	58409.1
P16467	P16467	PDC5_YEAST	PDC5_YEAST	Pyruvate decarboxylase isozyme 2	1.94254e+06	1.69692e+06	2.54235e+06	1.97363e+06	632002			495148
P16474	P16474	BIP_YEAST	KAR2_YEAST	Endoplasmic reticulum chaperone BiP	1.65096e+07	1.62155e+07	1.63438e+07	1.61594e+07	7.871e+06	7.71023e+06	8.00091e+06	8.17831e+06
P16521	P16521	EF3A_YEAST	YEF3_YEAST	Elongation factor 3A	1.03282e+08	1.03491e+08	1.03209e+08	9.43382e+07	4.84279e+07	4.77659e+07	4.83438e+07	4.7673e+07
P16521;P53978	P16521;P53978	EF3A_YEAST;EF3B_YEAST	HEF3_YEAST;YEF3_YEAST	Elongation factor 3A	6.00451e+07	6.26883e+07	6.36197e+07	5.9772e+07	2.78868e+07	2.81686e+07	2.78463e+07	2.81728e+07
P16528	P16528	ICLR_ECOLI	iclR_ECOLI	Transcriptional repressor IclR					209639	177906	199791	173360
P16547	P16547	OM45_YEAST	OM45_YEAST	Mitochondrial outer membrane protein OM45	5.36961e+06	5.49817e+06	5.2893e+06	5.44495e+06	2.6829e+06	2.6352e+06	2.51827e+06	2.62531e+06
P16550	P16550	APA1_YEAST	APA1_YEAST	Protein APA1	1.44642e+07	1.43775e+07	1.39585e+07	1.28406e+07	6.41168e+06	6.6379e+06	6.95733e+06	6.54884e+06
P16591	P16591	FER_HUMAN	FER_HUMAN	Tyrosine-protein kinase Fer	242340			248294	340344		237451	
P16603	P16603	NCPR_YEAST	NCP1_YEAST	NADPH--cytochrome P450 reductase	6.08951e+06	6.23696e+06	6.15064e+06	5.90259e+06	3.00265e+06	2.97599e+06	3.02809e+06	3.02425e+06
P16615	P16615	AT2A2_HUMAN	ATP2A2_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	1.65216e+07	1.7455e+07	1.67944e+07	1.5597e+07	1.74832e+07	1.72908e+07	1.75696e+07	1.74937e+07
P16622	P16622	HEMH_YEAST	HEM15_YEAST	Ferrochelatase, mitochondrial	2.91854e+06	2.7185e+06	2.87358e+06	2.38588e+06	1.39308e+06	1.23123e+06	1.01072e+06	1.28321e+06
P16649	P16649	TUP1_YEAST	TUP1_YEAST	General transcriptional corepressor TUP1	5.1051e+06	5.14412e+06	5.14883e+06	4.68445e+06	2.39613e+06	2.35458e+06	2.43615e+06	2.57258e+06
P16659	P16659	SYP_ECOLI	proS_ECOLI	Proline--tRNA ligase	810277	916790	801222	876928	4.29838e+06	4.32708e+06	4.26944e+06	4.02297e+06
P16661	P16661	ALG1_YEAST	ALG1_YEAST	Chitobiosyldiphosphodolichol beta-mannosyltransferase	148978	146708	166348	158348				
P16664	P16664	RGP1_YEAST	RGP1_YEAST	Guanine nucleotide exchange factor subunit RGP1	268444		229641	153401				
P16700	P16700	CYSP_ECOLI	cysP_ECOLI	Thiosulfate-binding protein	476053				331695	406409	337289	392306
P16703	P16703	CYSM_ECOLI	cysM_ECOLI	Cysteine synthase B					175487	142870	142298	145011
P16861	P16861	PFKA1_YEAST	PFK1_YEAST	ATP-dependent 6-phosphofructokinase subunit alpha	4.7135e+07	4.73272e+07	4.62508e+07	4.46904e+07	2.23809e+07	2.25593e+07	2.23345e+07	2.23765e+07
P16861;P16862	P16862;P16861	PFKA1_YEAST;PFKA2_YEAST	PFK1_YEAST;PFK2_YEAST	ATP-dependent 6-phosphofructokinase subunit alpha	5.80885e+06	5.5771e+06	5.14785e+06	4.11513e+06	3.07899e+06	2.59905e+06	2.90105e+06	2.48857e+06
P16861;Q01813	Q01813;P16861	PFKA1_YEAST;PFKAP_HUMAN	PFK1_YEAST;PFKP_HUMAN	ATP-dependent 6-phosphofructokinase subunit alpha	963379	1.3758e+06	1.41215e+06	1.60575e+06	846876	822417	811537	788805
P16862	P16862	PFKA2_YEAST	PFK2_YEAST	ATP-dependent 6-phosphofructokinase subunit beta	5.2841e+07	5.32661e+07	5.28561e+07	4.96742e+07	2.42822e+07	2.40567e+07	2.41319e+07	2.46214e+07
P16892	P16892	FUS3_YEAST	FUS3_YEAST	Mitogen-activated protein kinase FUS3		45768						
P16930	P16930	FAAA_HUMAN	FAH_HUMAN	Fumarylacetoacetase	93792.9	222585	91857.9	85887.1	90591.8	120563	86750.5	91295.6
P16949	P16949	STMN1_HUMAN	STMN1_HUMAN	Stathmin	4.07657e+07	4.21863e+07	4.33227e+07	4.17792e+07	4.09738e+07	4.18897e+07	4.19553e+07	4.18034e+07
P16949;Q93045	P16949;Q93045	STMN1_HUMAN;STMN2_HUMAN	STMN1_HUMAN;STMN2_HUMAN	Stathmin	2.16819e+07	2.09625e+07	2.16786e+07	1.84739e+07	2.20466e+07	2.30484e+07	2.32768e+07	2.30419e+07
P16965	P16965	STF2_YEAST	STF2_YEAST	ATPase-stabilizing factor 15 kDa protein	5.4983e+06	5.43269e+06	5.47347e+06	5.59005e+06	2.53334e+06	2.77336e+06	2.58312e+06	2.56189e+06
P16989	P16989	YBOX3_HUMAN	YBX3_HUMAN	Y-box-binding protein 3	8.2049e+06	7.73038e+06	8.3305e+06	8.21097e+06	8.85936e+06	8.59578e+06	8.48663e+06	8.86189e+06
P16989;P67809	P67809;Q9Y2T7;P16989	YBOX1_HUMAN;YBOX3_HUMAN	YBX1_HUMAN;YBX3_HUMAN	Y-box-binding protein 3	3.46664e+07	3.46172e+07	3.42609e+07	3.24493e+07	3.44881e+07	3.47075e+07	3.42832e+07	3.613e+07
P17038;Q68DY1	P17038;Q68DY1	ZN626_HUMAN;ZNF43_HUMAN	ZNF43_HUMAN;ZNF626_HUMAN	Zinc finger protein 43					241416	185142		
P17050	P17050	NAGAB_HUMAN	NAGA_HUMAN	Alpha-N-acetylgalactosaminidase	536161	424642	422519	324001	509732	398495	559045	392143
P17064	P17064	FCY2_YEAST	FCY2_YEAST	Purine-cytosine permease FCY2	439399	471614	414885	445075				118291
P17065	P17065	SEC2_YEAST	SEC2_YEAST	Rab guanine nucleotide exchange factor SEC2	444667	471478	318440	256498	215754	248305	173099	
P17076	P17076	RL8A_YEAST	RPL8A_YEAST	60S ribosomal protein L8-A	1.3634e+07	1.32795e+07	1.30254e+07	1.21894e+07	5.61317e+06	5.58594e+06	5.55503e+06	5.46151e+06
P17076;P29453	P17076;P29453	RL8A_YEAST;RL8B_YEAST	RPL8A_YEAST;RPL8B_YEAST	60S ribosomal protein L8-A	2.07846e+08	2.08761e+08	2.09042e+08	2.06276e+08	9.67369e+07	9.51002e+07	9.73155e+07	9.87274e+07
P17081	P17081	RHOQ_HUMAN	RHOQ_HUMAN	Rho-related GTP-binding protein RhoQ	372605		532069	491541		518050	559649	345250
P17081;P19073;P60953;P63000;P84095	P17081;P15153;Q9H4E5;P60763;P63000;P60953;P84095;P19073	CDC42_HUMAN;CDC42_YEAST;RAC1_HUMAN;RHOG_HUMAN;RHOQ_HUMAN	CDC42_HUMAN;CDC42_YEAST;RAC1_HUMAN;RHOG_HUMAN;RHOQ_HUMAN	Rho-related GTP-binding protein RhoQ	3.34762e+07	3.16953e+07	3.34713e+07	2.92195e+07	3.33432e+07	3.2536e+07	3.18928e+07	3.08779e+07
P17096	P17096	HMGA1_HUMAN	HMGA1_HUMAN	High mobility group protein HMG-I/HMG-Y	3.7488e+07	3.68211e+07	4.02408e+07	4.00741e+07	4.10162e+07	3.7291e+07	4.53354e+07	4.08632e+07
P17106	P17106	CBF1_YEAST	CBF1_YEAST	Centromere-binding protein 1	2.09057e+06	2.12287e+06	1.98003e+06	2.02345e+06	970032	956340	939881	907143
P17115	P17115	GUTQ_ECOLI	gutQ_ECOLI	Arabinose 5-phosphate isomerase GutQ	204321					143911	147571	173699
P17117	P17117	NFSA_ECOLI	nfsA_ECOLI	Oxygen-insensitive NADPH nitroreductase					109204	206203	194065	168812
P17121	P17121	SAC7_YEAST	SAC7_YEAST	GTPase-activating protein SAC7	406850	316829	335778	683958	147782	175514		197862
P17152	P17152	TMM11_HUMAN	TMEM11_HUMAN	Transmembrane protein 11, mitochondrial	2.54501e+06	1.9812e+06	2.50582e+06	2.32418e+06	2.577e+06	2.82602e+06	2.66814e+06	2.65447e+06
P17157	P17157	PHO85_YEAST	PHO85_YEAST	Cyclin-dependent protein kinase PHO85	1.52335e+06	1.59704e+06	1.50574e+06	1.56198e+06	671159	683781	541328	635630
P17169	P17169	GLMS_ECOLI	glmS_ECOLI	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	528963	668273	751319	581702	3.3616e+06	3.27825e+06	3.28426e+06	3.29314e+06
P17174	P17174	AATC_HUMAN	GOT1_HUMAN	Aspartate aminotransferase, cytoplasmic	6.50312e+06	6.73481e+06	6.75855e+06	6.43338e+06	6.75791e+06	6.75951e+06	6.87819e+06	6.82982e+06
P17252	P05771;P17252;P05129	KPCA_HUMAN	PRKCA_HUMAN	Protein kinase C alpha type	607349	548199	660056	531841	529422	538713	617142	596764
P17252;Q05655	P05771;Q05655;Q04759;P17252	KPCA_HUMAN;KPCD_HUMAN	PRKCA_HUMAN;PRKCD_HUMAN	Protein kinase C alpha type	571692			529589		795835	786153	
P17255	P17255	VATA_YEAST	VMA1_YEAST	V-type proton ATPase catalytic subunit A	6.12258e+07	6.05221e+07	6.07517e+07	5.69832e+07	2.92637e+07	2.87988e+07	2.87433e+07	2.8397e+07
P17255;P38606	P38606;P17255	VATA_HUMAN;VATA_YEAST	ATP6V1A_HUMAN;VMA1_YEAST	V-type proton ATPase catalytic subunit A	3.19544e+07	3.15157e+07	3.16968e+07	3.24666e+07	1.63358e+07	1.7501e+07	1.62941e+07	1.84478e+07
P17275	P17275	JUNB_HUMAN	JUNB_HUMAN	Transcription factor jun-B	2.12139e+06	2.0923e+06	2.04316e+06	1.92408e+06	2.25142e+06	2.18675e+06	2.17428e+06	2.14896e+06
P17301	P17301	ITA2_HUMAN	ITGA2_HUMAN	Integrin alpha-2	2.06236e+06	2.10984e+06	2.19711e+06	2.13231e+06	1.9931e+06	2.05588e+06	2.13682e+06	2.08231e+06
P17405	P17405	ASM_HUMAN	SMPD1_HUMAN	Sphingomyelin phosphodiesterase	84219.9	109069	223129		103539	110089	89810.4	296393
